"castle_1","castle_2","castle_3","castle_4","castle_5"
0,0,31,31,38
4,11,21,28,36
9,16,33,0,42
55,35,6,2,2
4,12,20,28,36
5,20,35,10,30
0,10,20,0,70
0,10,25,15,50
13,0,0,28,59
0,0,20,50,30
3,5,12,33,47
0,0,0,48,52
0,19,0,53,28
4,12,2,2,80
12,18,30,20,20
0,0,0,50,50
6,12,20,28,34
0,0,0,49,51
2,18,37,41,2
4,2,23,33,38
8,3,2,29,58
0,9,21,38,32
0,10,16,37,37
5,9,20,31,35
2,15,21,2,60
12,15,35,36,2
0,20,20,0,60
2,29,23,42,4
5,19,34,29,13
0,0,12,40,48
16,24,37,23,0
14,0,0,28,58
0,0,19,38,43
10,0,0,30,60
0,12,22,0,66
0,13,25,6,56
3,14,37,7,39
10,0,0,30,60
1,14,24,31,30
1,14,4,57,24
12,2,2,42,42
3,20,22,23,32
7,12,32,17,32
5,2,2,21,70
2,3,10,20,65
3,9,23,30,35
19,25,21,22,13
1,21,27,10,41
1,13,25,6,55
5,1,1,31,62
5,15,25,15,40
7,0,0,28,65
5,12,21,36,26
0,0,47,26,27
0,0,50,25,25
0,0,30,44,26
2,10,16,32,40
0,9,19,20,52
6,0,0,26,68
8,10,7,63,12
0,0,15,37,48
0,25,40,0,35
2,8,31,57,2
7,26,6,7,54
1,14,25,5,55
12,28,20,0,40
22,0,0,24,54
4,12,18,26,40
0,0,0,50,50
0,0,40,40,20
15,27,36,22,0
15,10,0,25,50
4,4,4,40,48
0,14,37,49,0
0,12,25,6,57
5,10,15,18,52
4,9,20,32,35
0,0,18,38,44
3,9,23,29,36
0,0,0,47,53
0,0,20,40,40
7,0,0,30,63
0,10,31,22,37
0,3,26,23,48
2,2,2,46,48
0,15,25,30,30
7,0,0,31,62
10,17,20,23,30
2,7,2,33,56
0,7,14,38,41
4,4,15,27,50
2,2,25,35,36
1,12,15,1,71
10,0,0,28,62
6,16,26,32,20
4,18,19,15,44
0,0,46,26,28
11,0,0,26,63
0,15,0,55,30
5,11,39,45,0
0,19,36,6,39
0,0,20,40,40
0,9,0,30,61
8,0,0,32,60
18,19,20,21,22
7,14,27,52,0
3,4,4,30,59
10,0,0,30,60
8,8,34,25,25
0,12,23,3,62
8,15,24,34,19
3,5,18,38,36
0,22,24,26,28
11,20,29,14,26
23,27,31,19,0
0,15,18,0,67
2,2,20,26,50
0,0,0,100,0
7,11,13,32,37
7,17,17,20,39
11,15,20,25,29
0,11,13,0,76
2,16,30,21,31
7,13,10,33,37
0,1,27,36,36
0,0,16,40,44
8,20,20,23,29
0,0,15,40,45
1,7,29,30,33
8,0,0,27,65
4,4,20,23,49
6,14,18,28,34
8,16,11,2,63
3,10,20,32,35
13,32,9,13,33
0,12,25,6,57
15,21,26,21,17
0,17,21,0,62
5,11,19,57,8
11,11,3,22,53
6,11,20,30,33
0,0,37,41,22
5,12,20,28,35
4,12,20,28,36
3,10,19,29,39
11,23,35,25,6
9,10,16,31,34
5,6,22,26,41
5,15,28,40,12
9,0,0,30,61
4,11,26,33,26
3,2,19,18,58
0,0,50,25,25
0,9,14,29,48
20,20,24,36,0
8,20,30,40,2
9,18,35,25,13
3,16,24,30,27
4,22,19,28,27
5,19,34,29,13
6,8,26,40,20
4,9,21,37,29
2,18,24,44,12
4,17,21,19,39
7,0,0,31,62
4,11,19,31,35
2,11,27,26,34
1,2,2,44,51
0,10,40,50,0
1,4,38,31,26
20,25,16,0,39
9,10,34,24,23
3,9,21,32,35
8,18,14,56,4
9,7,2,25,57
0,3,25,37,35
2,12,21,34,31
7,0,0,31,62
4,0,0,32,64
3,0,0,32,65
0,0,47,25,28
0,11,21,0,68
0,12,17,31,40
0,13,23,6,58
0,26,20,54,0
0,6,22,47,25
3,18,37,9,33
5,0,0,25,70
6,15,25,35,19
0,0,28,36,36
0,11,7,14,68
7,27,0,0,66
6,10,20,41,23
4,0,0,28,68
0,10,17,31,42
5,12,12,12,59
5,11,22,30,32
10,0,0,30,60
4,7,7,22,60
12,23,29,6,30
10,0,0,25,65
2,8,10,20,60
11,18,29,40,2
0,4,35,30,31
7,20,38,11,24
0,0,42,25,33
6,12,20,28,34
6,9,24,33,28
8,8,27,21,36
0,1,22,50,27
2,5,12,25,56
2,2,20,37,39
2,4,3,44,47
3,11,24,36,26
4,8,23,32,33
5,19,34,29,13
4,15,35,23,23
11,16,42,31,0
20,20,30,30,0
1,2,41,23,33
20,25,29,22,4
3,9,21,32,35
2,2,24,47,25
2,2,24,47,25
3,24,17,31,25
1,13,25,6,55
0,14,17,0,69
0,0,20,40,40
4,12,11,18,55
5,0,0,18,77
12,21,0,25,42
2,14,27,11,46
8,6,25,20,41
0,11,24,6,59
2,35,22,24,17
15,25,0,30,30
0,13,24,4,59
67,1,21,11,0
3,7,29,33,28
0,12,25,6,57
1,13,3,54,29
9,16,36,28,11
5,16,26,16,37
4,22,21,7,46
17,26,34,21,2
0,0,100,0,0
1,13,25,5,56
4,0,0,32,64
1,14,25,4,56
10,25,22,22,21
5,0,42,25,28
6,12,20,28,34
0,0,30,40,30
2,3,12,31,52
20,20,20,30,10
1,16,19,5,59
0,5,32,41,22
4,12,20,28,36
10,0,0,30,60
8,14,25,15,38
6,4,10,31,49
2,2,31,29,36
8,12,30,35,15
1,12,23,6,58
5,13,38,2,42
7,26,26,16,25
7,9,12,20,52
0,0,35,28,37
8,0,0,27,65
0,8,12,37,43
5,15,8,21,51
0,0,29,33,38
6,12,29,39,14
20,26,34,20,0
7,2,2,31,58
6,9,25,20,40
4,10,20,16,50
16,22,37,25,0
8,14,23,21,34
7,11,20,16,46
0,10,40,25,25
0,15,24,1,60
0,8,11,34,47
8,18,4,32,38
0,24,24,0,52
12,20,36,27,5
2,10,30,35,23
4,4,4,29,59
4,0,0,32,64
7,17,15,58,3
6,8,21,31,34
2,5,16,41,36
1,0,6,31,62
5,0,0,28,67
10,15,20,25,30
0,3,34,25,38
5,8,23,40,24
7,0,0,25,68
1,18,20,1,60
7,0,1,29,63
4,5,35,21,35
2,7,25,43,23
8,0,1,29,62
0,13,24,6,57
7,3,3,27,60
10,24,12,35,19
9,19,38,24,10
3,21,32,21,23
0,0,0,28,72
0,21,35,6,38
5,19,13,51,12
0,19,25,20,36
3,10,5,49,33
0,12,24,7,57
10,23,35,0,32
0,13,4,54,29
1,13,25,6,55
7,22,4,33,34
6,11,24,27,32
5,19,33,32,11
0,5,23,17,55
10,15,28,34,13
